DATE,CBBTCUSD
07-10-2019,8224.82
08-10-2019,8186.73
09-10-2019,8600
10-10-2019,8589.01
11-10-2019,8263.64
12-10-2019,8304.1
13-10-2019,8280.01
14-10-2019,8363
15-10-2019,8156.52
16-10-2019,7993
17-10-2019,8077
18-10-2019,7954.16
19-10-2019,7965.27
20-10-2019,8235.44
21-10-2019,8214.58
22-10-2019,8008.04
23-10-2019,7473.42
24-10-2019,7439.29
25-10-2019,8704.85
26-10-2019,9281.27
27-10-2019,9570.58
28-10-2019,9221.96
29-10-2019,9431.27
30-10-2019,9175.77
31-10-2019,9146.75
01-11-2019,9268
02-11-2019,9320
03-11-2019,9215.01
04-11-2019,9414
05-11-2019,9314.99
06-11-2019,9343.11
07-11-2019,9196.71
08-11-2019,8758.69
09-11-2019,8798.38
10-11-2019,9036.82
11-11-2019,8720.61
12-11-2019,8823.65
13-11-2019,8765.61
14-11-2019,8630.01
15-11-2019,8460
16-11-2019,8488
17-11-2019,8500.01
18-11-2019,8160.73
19-11-2019,8123.36
20-11-2019,8082.96
21-11-2019,7618.76
22-11-2019,7296.45
23-11-2019,7338.92
24-11-2019,6906.25
25-11-2019,7125
26-11-2019,7155
27-11-2019,7539.4
28-11-2019,7413.05
29-11-2019,7751.29
30-11-2019,7551.7
01-12-2019,7413.84
02-12-2019,7315.09
03-12-2019,7296
04-12-2019,7185.57
05-12-2019,7388.75
06-12-2019,7560.76
07-12-2019,7502.2
08-12-2019,7520
09-12-2019,7332.69
10-12-2019,7215.69
11-12-2019,7275.17
12-12-2019,7194.19
13-12-2019,7249.25
14-12-2019,7059.55
15-12-2019,7111
16-12-2019,6877.04
17-12-2019,6618.62
18-12-2019,7309.12
19-12-2019,7153.99
20-12-2019,7189.87
21-12-2019,7143.01
22-12-2019,7550
23-12-2019,7318.18
24-12-2019,7259.87
25-12-2019,7194.76
26-12-2019,7195
27-12-2019,7247.35
28-12-2019,7303.7
29-12-2019,7378.53
30-12-2019,7191
31-12-2019,7158.01
01-01-2020,7174.32
02-01-2020,6945.01
03-01-2020,7335.54
04-01-2020,7353.5
05-01-2020,7348.69
06-01-2020,7773.48
07-01-2020,8169.95
08-01-2020,8035.08
09-01-2020,7813.78
10-01-2020,8183.89
11-01-2020,8002.89
12-01-2020,8192.66
13-01-2020,8109.62
14-01-2020,8757.18
15-01-2020,8831.86
16-01-2020,8727.22
17-01-2020,8875.81
18-01-2020,8901
19-01-2020,8710.41
20-01-2020,8633.67
21-01-2020,8730
22-01-2020,8665
23-01-2020,8386.63
24-01-2020,8424.96
25-01-2020,8304.04
26-01-2020,8632.92
27-01-2020,8903.24
28-01-2020,9417.64
29-01-2020,9270
30-01-2020,9493.61
31-01-2020,9343.28
01-02-2020,9375.06
02-02-2020,9314.06
03-02-2020,9282.29
04-02-2020,9158.57
05-02-2020,9623.44
06-02-2020,9765.96
07-02-2020,9804.98
08-02-2020,9911.13
09-02-2020,10174.81
10-02-2020,9854.5
11-02-2020,10279.99
12-02-2020,10344.01
13-02-2020,10239.57
14-02-2020,10380
15-02-2020,9901.34
16-02-2020,9915.04
17-02-2020,9711.95
18-02-2020,10191.51
19-02-2020,9591.54
20-02-2020,9610.05
21-02-2020,9697.01
22-02-2020,9668.26
23-02-2020,9964.16
24-02-2020,9668.08
25-02-2020,9301.01
26-02-2020,8776.01
27-02-2020,8816.71
28-02-2020,8713.16
29-02-2020,8552.08
01-03-2020,8490.3
02-03-2020,8923.52
03-03-2020,8769.67
04-03-2020,8765
05-03-2020,9053.56
06-03-2020,9162.98
07-03-2020,8885.68
08-03-2020,8068
09-03-2020,7945.03
10-03-2020,7887.01
11-03-2020,7957.02
12-03-2020,4980
13-03-2020,5592.77
14-03-2020,5182.62
15-03-2020,5327.12
16-03-2020,5074.2
17-03-2020,5361.77
18-03-2020,5426.71
19-03-2020,6219.99
20-03-2020,6215.4
21-03-2020,6168.72
22-03-2020,5791.69
23-03-2020,6583.38
24-03-2020,6742.21
25-03-2020,6752.83
26-03-2020,6772.2
27-03-2020,6320.46
28-03-2020,6269.81
29-03-2020,5897.55
30-03-2020,6401.26
31-03-2020,6434.73
01-04-2020,6719.39
02-04-2020,6789.84
03-04-2020,6727.99
04-04-2020,6896.6
05-04-2020,6779.75
06-04-2020,7320.07
07-04-2020,7204.58
08-04-2020,7343.65
09-04-2020,7294.69
10-04-2020,6892.54
11-04-2020,6891.43
12-04-2020,6860.97
13-04-2020,6871
14-04-2020,6865.72
15-04-2020,6576.76
16-04-2020,7123.29
17-04-2020,7055.22
18-04-2020,7271.53
19-04-2020,7125.31
20-04-2020,6832.57
21-04-2020,6845
22-04-2020,7143.99
23-04-2020,7479.06
24-04-2020,7514.64
25-04-2020,7535.69
26-04-2020,7765.79
27-04-2020,7773
28-04-2020,7774.39
29-04-2020,8789.1
30-04-2020,8652.3
01-05-2020,8813.9
02-05-2020,8992
03-05-2020,8917.63
04-05-2020,8900.29
05-05-2020,9037.69
06-05-2020,9132.24
07-05-2020,10007.56
08-05-2020,9790.23
09-05-2020,9554.91
10-05-2020,8773.89
11-05-2020,8557.37
12-05-2020,8809.14
13-05-2020,9335.84
14-05-2020,9815.22
15-05-2020,9331.18
16-05-2020,9353.26
17-05-2020,9700.33
18-05-2020,9733.21
19-05-2020,9783.91
20-05-2020,9497.76
21-05-2020,9039.12
22-05-2020,9173.23
23-05-2020,9166.02
24-05-2020,8673.64
25-05-2020,8892.39
26-05-2020,8836.77
27-05-2020,9200
28-05-2020,9593.72
29-05-2020,9426.87
30-05-2020,9684.6
31-05-2020,9435.8
01-06-2020,10212.38
02-06-2020,9509.35
03-06-2020,9672.67
04-06-2020,9799.57
05-06-2020,9568.95
06-06-2020,9665.36
07-06-2020,9764
08-06-2020,9833.94
09-06-2020,9778.6
10-06-2020,9899.18
11-06-2020,9258.7
12-06-2020,9466.77
13-06-2020,9477.17
14-06-2020,9315.71
15-06-2020,9437.23
16-06-2020,9534.8
17-06-2020,9460.53
18-06-2020,9368.15
19-06-2020,9285.54
20-06-2020,9361.81
21-06-2020,9279.68
22-06-2020,9700.91
23-06-2020,9623.74
24-06-2020,9284.1
25-06-2020,9232.84
26-06-2020,9157.22
27-06-2020,9001.24
28-06-2020,9122.56
29-06-2020,9191.05
30-06-2020,9129.47
01-07-2020,9239.09
02-07-2020,9088.54
03-07-2020,9050.05
04-07-2020,9138.22
05-07-2020,9088.52
06-07-2020,9331.69
07-07-2020,9263.56
08-07-2020,9436.01
09-07-2020,9230.48
10-07-2020,9298.16
11-07-2020,9235
12-07-2020,9313.77
13-07-2020,9230.14
14-07-2020,9258.34
15-07-2020,9194.51
16-07-2020,9130.91
17-07-2020,9147.65
18-07-2020,9174.6
19-07-2020,9221.71
20-07-2020,9161.13
21-07-2020,9396.65
22-07-2020,9546.31
23-07-2020,9612.05
24-07-2020,9553.41
25-07-2020,9709.02
26-07-2020,9944.58
27-07-2020,11108.44
28-07-2020,10952.85
29-07-2020,11100.39
30-07-2020,11139.67
31-07-2020,11372.76
01-08-2020,11805.82
02-08-2020,11050.03
03-08-2020,11235.44
04-08-2020,11198.04
05-08-2020,11737.59
06-08-2020,11766.62
07-08-2020,11598.96
08-08-2020,11780.14
09-08-2020,11692.76
10-08-2020,11896.19
11-08-2020,11387.01
12-08-2020,11563.16
13-08-2020,11824.99
14-08-2020,11785.29
15-08-2020,11854.27
16-08-2020,11924
17-08-2020,12325.1
18-08-2020,11983.52
19-08-2020,11764.8
